Date,BTC-USD,ETH-USD,BNB-USD,SOL-USD,ADA-USD,DOGE-USD,XRP-USD,LTC-USD,DOT-USD,LINK-USD
2025-07-04,9020867.05078125,209461.27893066406,54587.24841308594,12338.264053344727,47.836398243904114,13.599728763103485,185.4651026725769,7253.566871643066,280.3686957359314,1099.6748595237732
2025-07-05,9037303.50390625,210192.88244628906,54787.930755615234,12328.060989379883,48.088318437337875,13.71671161800623,185.24659299850464,7307.618392944336,280.2006129026413,1104.6664996147156
2025-07-06,9120877.87109375,214698.2537841797,55367.930603027344,12681.390495300293,48.93208709359169,14.360830895602703,189.75717735290527,7297.475849151611,283.5473784208298,1126.7600255012512
2025-07-07,9043037.60546875,212341.60083007812,55195.01873779297,12430.840805053711,48.449871718883514,14.025160439312458,189.88550400733948,7188.391742706299,281.37946224212646,1121.2892408370972
2025-07-08,9035013.77734375,213135.91088867188,55084.614654541016,12459.498062133789,48.19559243321419,14.009515278041363,188.9696387052536,7203.7708740234375,279.17258620262146,1111.3626585006714
