Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,STD
2022-01-01 00:00:00+00:00,170.3108367919922,178.96224975585938,170.19554138183594,178.5179443359375,1084780603,0.0,0.0,
2022-01-02 00:00:00+00:00,178.53240966796875,179.43235778808594,175.01231384277344,176.38284301757812,995389409,0.0,0.0,
2022-01-03 00:00:00+00:00,176.3863067626953,176.3863067626953,167.5339813232422,170.29774475097656,1345778058,0.0,0.0,
2022-01-04 00:00:00+00:00,170.28611755371094,173.735107421875,166.74012756347656,167.93890380859375,1499265336,0.0,0.0,
2022-01-05 00:00:00+00:00,167.94033813476562,171.11045837402344,148.2161102294922,155.0997314453125,2123759721,0.0,0.0,9.206374386281071
2022-01-06 00:00:00+00:00,155.10592651367188,155.10592651367188,146.66766357421875,150.4313507080078,2097172620,0.0,0.0,10.860822284992604
2022-01-07 00:00:00+00:00,150.4134063720703,150.5209503173828,135.14999389648438,136.40281677246094,2926269672,0.0,0.0,13.809661841329447
2022-01-08 00:00:00+00:00,136.40016174316406,147.83731079101562,134.02101135253906,142.51345825195312,2730000333,0.0,0.0,12.122194983491346
2022-01-09 00:00:00+00:00,142.54312133789062,145.44041442871094,138.39410400390625,140.83900451660156,1599123912,0.0,0.0,7.5646559390089765
2022-01-10 00:00:00+00:00,140.83363342285156,143.56336975097656,130.7969970703125,135.95494079589844,2040883379,0.0,0.0,5.865000654600438
2022-01-11 00:00:00+00:00,135.94090270996094,143.29904174804688,134.13397216796875,140.18385314941406,1554197314,0.0,0.0,2.871659257893361
2022-01-12 00:00:00+00:00,140.20375061035156,152.9364776611328,138.5462646484375,151.70310974121094,2242337550,0.0,0.0,5.8163071715895365
2022-01-13 00:00:00+00:00,151.6905975341797,157.54373168945312,146.01004028320312,146.01004028320312,2177023564,0.0,0.0,6.062565522513446
2022-01-14 00:00:00+00:00,146.02590942382812,150.469482421875,142.39068603515625,146.15902709960938,1822320951,0.0,0.0,6.068885605116254
2022-01-15 00:00:00+00:00,146.18002319335938,149.35018920898438,144.4191436767578,147.80117797851562,1123271784,0.0,0.0,4.151289346264521
2022-01-16 00:00:00+00:00,147.78660583496094,151.7723388671875,146.4017791748047,147.8565216064453,1172854751,0.0,0.0,2.295542186161623
2022-01-17 00:00:00+00:00,147.8767852783203,148.20587158203125,137.50003051757812,139.92601013183594,1487772250,0.0,0.0,3.263420589540054
2022-01-18 00:00:00+00:00,139.93276977539062,142.46649169921875,134.8957977294922,141.58718872070312,1449435942,0.0,0.0,3.6805054626044784
2022-01-19 00:00:00+00:00,141.5469970703125,142.29408264160156,133.3551788330078,135.79238891601562,1444663456,0.0,0.0,5.2250018988714535
2022-01-20 00:00:00+00:00,135.7913360595703,143.61740112304688,127.17404174804688,127.20528411865234,984099352,0.0,0.0,7.648643399168731
2022-01-21 00:00:00+00:00,127.33333587646484,128.432861328125,107.90899658203125,111.96605682373047,3771688473,0.0,0.0,12.155079300213774
2022-01-22 00:00:00+00:00,111.9765396118164,113.58767700195312,89.28715515136719,94.1783676147461,4039466376,0.0,0.0,19.206768398934734
2022-01-23 00:00:00+00:00,94.30760192871094,104.51920318603516,93.5934829711914,99.5782241821289,2548191912,0.0,0.0,17.705803292913536
2022-01-24 00:00:00+00:00,99.61751556396484,99.77051544189453,81.2260513305664,91.65016174316406,4664539688,0.0,0.0,14.716373123097208
2022-01-25 00:00:00+00:00,91.66015625,99.70123291015625,87.75712585449219,94.72035217285156,2842652332,0.0,0.0,8.098559729018183
