Price,Close,High,Low,Open,Volume,Standard Deviation
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,
Date,,,,,,
2022-01-03,178.64564514160156,179.49957387951153,174.4251401333062,174.5429172102293,104487900,
2022-01-04,176.3783416748047,179.55845745447346,175.8090608575143,179.25419002967348,99310400,
2022-01-05,171.6867218017578,176.83967914737053,171.41189860813105,176.29003276011701,94537600,
2022-01-06,168.82070922851562,172.05971420324832,168.46736295896767,169.50776725909728,96904000,
2022-01-07,168.987548828125,170.92113587009246,167.86862157848182,169.69424129913546,86709100,
2022-01-10,169.00717163085938,169.31143906710747,165.06147477041716,165.95465755063788,106765600,
2022-01-11,171.84373474121094,171.94187730471353,167.66248412220457,169.13475736538487,76138300,
2022-01-12,172.28543090820312,173.90492564658769,171.58856322387598,172.86452151388104,74805200,
2022-01-13,169.00717163085938,173.35527850038557,168.61455640929785,172.53080900021536,84505800,
2022-01-14,169.8709259033203,170.56779364905069,167.92751407393143,168.17289299389805,80440800,
2022-01-18,166.66134643554688,169.35068950665382,166.27855596311068,168.33972966979056,90956700,
2022-01-19,163.1573486328125,167.91770571060235,162.87271567304091,166.85766697028808,94815000,
2022-01-20,161.46914672851562,166.54358123585433,161.14524474165466,163.89349177041368,91420500,
2022-01-21,159.40792846679688,163.25546724898456,159.29996116779535,161.38076913756592,122848900,
2022-01-24,158.63255310058594,159.2999915243486,151.8404666623007,157.06213706108227,162294600,
2022-01-25,156.8265380859375,159.7514499461909,154.11756082376363,156.04132272716996,115798400,
2022-01-26,156.73822021484375,161.35134029387297,154.90279093312674,160.47779205545413,108275300,
2022-01-27,156.27691650390625,160.81151382611307,155.35428943492713,159.44720772831658,121954600,
2022-01-28,167.18154907226562,167.2011835771804,159.79073801782928,162.64695192499494,179935700,
2022-01-31,171.54928588867188,171.76522050687674,166.37669476906368,167.0146888598467,115541600,6.6356098055859665
2022-02-01,171.38243103027344,171.60817541361024,169.12494226668923,170.79351570873365,86213900,6.12801777340408
2022-02-02,172.58973693847656,172.6290059579668,170.12613763983117,171.51988829687994,84914300,5.854432561495688
2022-02-03,169.7040557861328,172.98232955327137,168.9384747506924,171.2548523641826,89418100,5.772295575440377
2022-02-04,169.4190216064453,171.09955797995624,167.73848523293438,168.72125118343195,82465400,5.788828572266343
2022-02-07,168.70162963867188,170.95215737367448,168.00385912062177,169.88094594072888,77251200,5.781670602626381
2022-02-08,171.81698608398438,172.3280286162116,168.47557259889186,168.77040540578523,74829200,5.889531286908017
2022-02-09,173.24200439453125,173.60562304759242,171.88578239754793,173.01597239364082,71285000,5.967510012574037
2022-02-10,169.15371704101562,172.4558121410886,168.59354809326686,171.13890900487118,90865900,5.841842233108805
2022-02-11,165.73370361328125,170.09718826300568,165.14403785138535,169.36011355854745,98670700,5.802994493006798
2022-02-14,165.96957397460938,166.65750737065528,163.68954900963053,164.48558729618532,86185500,5.730283311330892
2022-02-15,169.8121337890625,169.969379951066,167.3159146994891,168.02350743268553,62527400,5.798672414270587
2022-02-16,169.57627868652344,170.3526572392932,167.11936365193407,168.88834547600229,61177400,5.814272250047475
2022-02-17,165.96957397460938,168.94735459992643,165.56663620127415,168.08251547585536,69589300,5.7051976302867775
2022-02-18,164.41676330566406,167.6009157130797,163.32589238939244,166.893337952625,82772700,5.48386463594113
2022-02-22,161.48812866210938,163.81727946148703,159.35551308277192,162.1367428748668,91162800,5.2957631794712405
2022-02-23,157.3114013671875,163.2866069910588,156.99690896812956,162.68711897669968,90009200,5.24822668485294
2022-02-24,159.93536376953125,160.04346864256559,149.38045024208816,149.95045639119465,141147500,4.963320727341755
2022-02-25,162.00901794433594,162.27435402769208,158.09759757776467,161.0164144612621,91974200,4.446369532419907
2022-02-28,162.27435302734375,162.56918589174444,159.63070950306087,160.24985701872006,95056600,4.589147116107388
2022-03-01,160.38743591308594,163.72884988791748,159.1786377230553,161.86158516779412,83474400,4.697366284014945
2022-03-02,163.68951416015625,164.47573001503346,160.14172804891763,161.5569135885326,79724800,4.594210406287102
2022-03-03,163.36521911621094,165.99904029600498,162.6969453068408,165.56662077426103,76678400,4.372423606344431
2022-03-04,160.35794067382812,162.69692876038988,159.30638875818744,161.65519910712737,83737200,4.420995188572286
2022-03-07,156.55465698242188,162.17608078588069,156.2991281758325,160.54468531235605,96418800,4.706301132180412
2022-03-08,154.7266845703125,160.0729341178279,153.1149488975309,156.08290647641851,131148300,5.085595324828504
2022-03-09,160.14175415039062,160.59383321427086,156.6627682949814,158.69708659288594,91454900,4.78917559254244
2022-03-10,155.78807067871094,157.6258383019349,153.29183663849042,157.43911036241218,105342000,4.462372496123006
2022-03-11,152.06336975097656,156.53495777871652,151.83733778352595,156.19098370126798,96970100,4.735654180420847
2022-03-14,148.02423095703125,151.46391244119621,147.51320336208943,148.83992865134607,108732100,5.510157473589864
2022-03-15,152.41717529296875,152.88891376980982,147.78835583208624,148.29938335493543,92964300,5.658438153970663
2022-03-16,156.83963012695312,157.24256780595263,151.79805049383225,154.34341096119434,102300200,5.201402326926112
2022-03-17,157.8518829345703,158.22533884354678,154.9134219533723,155.8765285127207,75615400,4.61819196367953
2022-03-18,161.1540069580078,161.64539008752615,157.00673214520708,157.74380683948462,123511700,4.340861867752144
2022-03-21,162.5298614501953,163.48314576119236,160.20069560988745,160.6920786569655,95811400,4.22537783655527
2022-03-22,165.91058349609375,166.50023417031582,162.06796436975657,162.6576150439786,81532000,4.499793268962985
2022-03-23,167.276611328125,169.66472556538113,164.76071771343146,165.0948695579846,98062700,4.8776879675969536
2022-03-24,171.0701141357422,171.13889996970468,167.27663612578863,168.11197837145693,90131400,5.558242069489515
2022-03-25,171.7089080810547,172.25925474224047,169.77285750778353,170.88338808927602,80546200,6.159057573439294
2022-03-28,172.57373046875,172.701479862601,169.03576656556126,169.202835000459,90371900,6.743855934472023
2022-03-29,175.87582397460938,175.92495028186923,173.30096665224875,173.64494077798946,100589400,7.545153736404536
2022-03-30,174.7063446044922,176.51463074136956,173.65477761444038,175.47290101025155,92633200,8.095778561866458
2022-03-31,171.60079956054688,174.96185802360853,171.3944120690703,174.77513005413485,103049300,8.371128092856708
2022-04-01,171.3059539794922,171.86613784627107,168.97680315531144,171.0307806751932,78751300,8.581834183790258
2022-04-04,175.3647918701172,175.4139331761271,171.43372732246453,171.56149171892602,76468400,8.863699383012465
2022-04-05,172.04302978515625,175.22719732393347,171.41406008567415,174.4409814506257,73401800,8.76083872187983
2022-04-06,168.86871337890625,170.6376954902334,167.19801388325018,169.38957825115511,89058800,8.73325621846397
2022-04-07,169.17333984375,170.37231557194565,166.92281228589906,168.21023335572733,77594700,8.479284447457792
2022-04-08,167.15867614746094,168.8195531941642,166.28401495074868,168.8195531941642,76575500,7.827965292466609
2022-04-11,162.89346313476562,166.1169343880837,162.64777163682479,165.80245706854532,72246700,6.568369149124401
2022-04-12,164.77053833007812,166.94244262331648,163.7681128892969,165.12433466236456,79265200,5.59193586667993
2022-04-13,167.46336364746094,168.09233345005353,163.8959323433634,164.50524262204976,70618900,4.939087424140199
2022-04-14,162.44139099121094,168.318342665353,162.1956994829688,167.67953574643167,75329400,4.5024636028263245
2022-04-18,162.2251739501953,163.72880457418574,160.7510251034739,161.09498417021837,69023900,4.412261190498225
2022-04-19,164.51504516601562,164.92782013945308,161.08520094874402,162.17607195952326,67723800,4.2830833824184324
2022-04-20,164.34799194335938,165.9695652154126,163.2374763040021,165.85162307101254,67929800,4.355040797862675
2022-04-21,163.55191040039062,168.5738450907259,163.0507051558019,165.99900305629262,87227800,4.503827109094803
2022-04-22,159.00172424316406,164.97694406303006,158.7167286660117,163.5912552281569,84882400,4.953202666946046
2022-04-25,160.0729522705078,160.35794785043367,155.72912776950562,158.3432742820327,96046400,5.182528223236081
2022-04-26,154.0977020263672,159.54221872291836,154.01907895185514,159.45377338752408,95623200,5.835645708387571
2022-04-27,153.8717041015625,157.03619732481974,152.7022099776654,153.2230748402012,88063200,6.05958565081747
2022-04-28,160.81983947753906,161.68467841985887,156.19100467866673,156.50549701980856,130216800,5.732771779674386
2022-04-29,154.93307495117188,163.33572839193604,154.53997449609216,159.05086744995398,131747600,5.898068014886945
2022-05-02,155.2377471923828,155.50308325510557,150.6285715632027,154.00928950852122,123055300,5.937006647785564
2022-05-03,156.73153686523438,157.94034999172632,153.62600731797474,155.42445612408045,88966500,5.351207830525236
2022-05-04,163.15884399414062,163.61090803537846,156.51533507735743,156.91827280667675,108256500,4.8360231538204745
2022-05-05,154.06826782226562,161.25228664566353,152.27962606539685,161.02625460903184,130525300,4.824449611061328
2022-05-06,154.7965545654297,156.92245186539364,151.74549742097102,153.54660360417492,116124600,4.613160535972324
2022-05-09,149.65896606445312,153.36944186699063,149.0979741892278,152.48364388073944,131577900,4.8962797215665015
2022-05-10,152.07028198242188,154.26508109944479,150.5152283773258,153.06434369573583,115366700,5.08802984009079
2022-05-11,144.18675231933594,152.99542804107662,143.50764507620434,151.0762217134339,142689800,5.859604328537518
2022-05-12,140.30897521972656,143.89149901958908,136.60835102555794,140.51566592761506,182602000,6.615166549983053
2022-05-13,144.78713989257812,145.7615132406745,140.85029972421802,142.3069263815123,113990900,6.950674813226217
2022-05-16,143.24192810058594,145.19067486728656,141.90340179419994,143.25177981278947,86643800,7.289415421243249
2022-05-17,146.88351440429688,147.40514453340242,144.36392404181558,146.50950977669152,78336300,7.100188225890233
2022-05-18,138.5964813232422,145.03320913315295,137.69099476435753,144.53126736021366,109742900,7.41309710218737
2022-05-19,135.18125915527344,139.4232021551722,134.4431016025898,137.67130943156462,136095600,7.887000824055766
