Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,STD
2024-01-18 00:00:00+00:00,0.0805089995265007,0.08069299906492233,0.07739900052547455,0.07798700034618378,314880990,0.0,0.0,
2024-01-19 00:00:00+00:00,0.07798799872398376,0.07870499789714813,0.07515200227499008,0.07853599637746811,351038255,0.0,0.0,
2024-01-20 00:00:00+00:00,0.07853399962186813,0.08999799937009811,0.07823599874973297,0.08788800239562988,684267184,0.0,0.0,
2024-01-21 00:00:00+00:00,0.08786799758672714,0.08999200165271759,0.08484300225973129,0.08527299761772156,948730356,0.0,0.0,
2024-01-22 00:00:00+00:00,0.08529199659824371,0.08541599661111832,0.08019500225782394,0.08034099638462067,673330908,0.0,0.0,0.00436568267856281
2024-01-23 00:00:00+00:00,0.0803460031747818,0.08167699724435806,0.07609099894762039,0.07815399765968323,555482191,0.0,0.0,0.004327732132583887
2024-01-24 00:00:00+00:00,0.07815700024366379,0.08051799982786179,0.07774999737739563,0.07901600003242493,372585722,0.0,0.0,0.004234945489884891
2024-01-25 00:00:00+00:00,0.07901600003242493,0.07913699746131897,0.0771929994225502,0.07793299853801727,292888748,0.0,0.0,0.0030193725769028707
2024-01-26 00:00:00+00:00,0.07792899757623672,0.08027900010347366,0.07759500294923782,0.07990100234746933,283895680,0.0,0.0,0.0010536532054775621
2024-01-27 00:00:00+00:00,0.07988300174474716,0.08067800104618073,0.07907100021839142,0.08014199882745743,212327663,0.0,0.0,0.0009957624697104512
2024-01-28 00:00:00+00:00,0.08014000207185745,0.08137000352144241,0.07829199731349945,0.07881300151348114,257196385,0.0,0.0,0.0008888303693029206
2024-01-29 00:00:00+00:00,0.07881300151348114,0.08287200331687927,0.07822299748659134,0.08128900080919266,540569157,0.0,0.0,0.0012878404893584701
2024-01-30 00:00:00+00:00,0.08129999786615372,0.08212900161743164,0.0795930027961731,0.07972300052642822,333456483,0.0,0.0,0.0008907436241882243
2024-01-31 00:00:00+00:00,0.07972899824380875,0.0802220031619072,0.07821399718523026,0.07876399904489517,307301569,0.0,0.0,0.0010455868442752784
2024-02-01 00:00:00+00:00,0.07876300066709518,0.0797789990901947,0.07768400013446808,0.07932700216770172,257042563,0.0,0.0,0.001031895565280675
2024-02-02 00:00:00+00:00,0.07932700216770172,0.07990100234746933,0.0786219984292984,0.07923299819231033,220161256,0.0,0.0,0.0009686832949487834
2024-02-03 00:00:00+00:00,0.07923399657011032,0.07945500314235687,0.07861600071191788,0.07865100353956223,152907809,0.0,0.0,0.0004370359103233259
2024-02-04 00:00:00+00:00,0.07865799963474274,0.0798569992184639,0.07808399945497513,0.07823800295591354,183715849,0.0,0.0,0.00044594873812474594
2024-02-05 00:00:00+00:00,0.07824800163507462,0.08002699911594391,0.077504001557827,0.07822000235319138,257544919,0.0,0.0,0.000528617449486643
